[00:40:23] 🚀 BMS DAILY TRACKER STARTED
[00:40:23] [1/459] MXGN
[00:40:23] 🧠 New identity
[00:40:24] [2/459] PGGM
[00:40:25] [3/459] IPMJ
[00:40:26] [4/459] M2PP
[00:40:27] [5/459] PMMS
[00:40:28] [6/459] SCJN
[00:40:29] [7/459] CPUM
[00:40:30] [8/459] SCND
[00:40:31] [9/459] INWM
[00:40:32] [10/459] DVDC
[00:40:33] [11/459] WVND
[00:40:34] [12/459] LBDL
[00:40:35] [13/459] CRGM
[00:40:36] [14/459] PVKS
[00:40:37] [15/459] PBLL
[00:40:38] [16/459] FNLN
[00:40:38] [17/459] PPDA
[00:40:39] [18/459] SCPT
[00:40:41] [19/459] IAJS
[00:40:43] [20/459] MMZG
[00:40:43] [21/459] MCTI
[00:40:44] [22/459] PPMF
[00:40:46] [23/459] FNSD
[00:40:47] [24/459] M2RH
[00:40:48] [25/459] CPGV
[00:40:50] [26/459] PECD
[00:40:50] [27/459] CTEE
[00:40:51] [28/459] IOMG
[00:40:52] [29/459] CIJA
[00:40:53] [30/459] NYCG
[00:40:55] [31/459] CEST
[00:40:56] [32/459] WVRG
[00:40:56] [33/459] DPDC
[00:40:57] [34/459] PDIV
[00:40:58] [35/459] MTPP
[00:40:59] [36/459] MHNU
[00:41:00] [37/459] WUPG
[00:41:01] [38/459] USCO
[00:41:02] [39/459] INFR
[00:41:03] [40/459] PVPD
[00:41:04] [41/459] RONC
[00:41:05] [42/459] IOCP
[00:41:05] [43/459] EMPS
[00:41:06] [44/459] PNAD
[00:41:07] [45/459] VVGZ
[00:41:08] [46/459] MDDC
[00:41:09] [47/459] MMAP
[00:41:10] [48/459] GPDC
[00:41:11] [49/459] PVPU
[00:41:12] [50/459] DCMV
[00:41:13] [51/459] PCCF
[00:41:15] [52/459] MCEF
[00:41:16] [53/459] INRD
[00:41:17] [54/459] CCPZ
[00:41:18] [55/459] BCWG
[00:41:19] [56/459] PMGU
[00:41:20] [57/459] MCVM
[00:41:21] [58/459] MCDE
[00:41:22] [59/459] IEFM
[00:41:23] [60/459] MXCS
[00:41:24] [61/459] RNMT
[00:41:24] [62/459] PSDD
[00:41:25] [63/459] PETA
[00:41:26] [64/459] IZOP
[00:41:27] [65/459] PDEI
[00:41:28] [66/459] MTND
[00:41:28] [67/459] PCPL
[00:41:29] [68/459] LSCM
[00:41:31] [69/459] BTFD
[00:41:32] [70/459] MERM
[00:41:32] [71/459] PVMS
[00:41:33] [72/459] CIGK
[00:41:34] [73/459] INSG
[00:41:35] [74/459] IDEN
[00:41:36] [75/459] MCGN
[00:41:36] [76/459] IGAM
[00:41:37] [77/459] SLCU
[00:41:38] [78/459] MIMU
[00:41:39] [79/459] QLAC
[00:41:40] [80/459] MENL
[00:41:40] [81/459] SCUR
[00:41:41] [82/459] MDGD
[00:41:43] [83/459] LSRS
[00:41:44] [84/459] KMLG
[00:41:45] [85/459] MKLJ
[00:41:46] [86/459] IBYG
[00:41:46] [87/459] ISML
[00:41:47] [88/459] MJMM
[00:41:48] [89/459] RCGD
[00:41:50] [90/459] MMOC
[00:41:51] [91/459] RRCO
[00:41:52] [92/459] MEDM
[00:41:53] [93/459] MCAZ
[00:41:53] [94/459] STWA
[00:41:55] [95/459] PFFG
[00:41:56] [96/459] GAGC
[00:41:57] [97/459] PMPM
[00:41:58] [98/459] HVCD
[00:42:00] [99/459] AKRF
[00:42:01] [100/459] AKRC
[00:42:02] [101/459] MIDA
[00:42:03] [102/459] MAGX
[00:42:04] [103/459] ESOS
[00:42:05] [104/459] BBCL
[00:42:06] [105/459] LYAS
[00:42:07] [106/459] NRMS
[00:42:08] [107/459] BHUC
[00:42:08] [108/459] SRIC
[00:42:09] [109/459] PDME
[00:42:10] [110/459] MJCS
[00:42:11] [111/459] NRAA
[00:42:13] [112/459] VATA
[00:42:14] [113/459] MNKC
[00:42:14] [114/459] DHCL
[00:42:15] [115/459] JCPC
[00:42:16] [116/459] CTML
[00:42:17] [117/459] RMMR
[00:42:18] [118/459] STTL
[00:42:19] [119/459] CNPS
[00:42:20] [120/459] ACKL
[00:42:21] [121/459] SCAU
[00:42:22] [122/459] RMIA
[00:42:23] [123/459] MANU
[00:42:23] [124/459] ARDC
[00:42:24] [125/459] GLDA
[00:42:25] [126/459] KVSW
[00:42:26] [127/459] CGCA
[00:42:27] [128/459] CMLO
[00:42:28] [129/459] CECB
[00:42:29] [130/459] RCPN
[00:42:30] [131/459] ASMW
[00:42:31] [132/459] PWLM
[00:42:32] [133/459] ASGM
[00:42:33] [134/459] ACWH
[00:42:34] [135/459] AAPW
[00:42:35] [136/459] RTWA
[00:42:36] [137/459] RAMW
[00:42:36] [138/459] VKTR
[00:42:37] [139/459] SMBH
[00:42:38] [140/459] BVDR
[00:42:39] [141/459] MRTP
[00:42:40] [142/459] BLBR
[00:42:41] [143/459] LPIN
[00:42:41] [144/459] SNPC
[00:42:43] [145/459] PDCB
[00:42:44] [146/459] DYPK
[00:42:44] [147/459] INMK
[00:42:45] [148/459] PDCK
[00:42:46] [149/459] PCKR
[00:42:47] [150/459] SHUA
[00:42:48] [151/459] SCVK
[00:42:49] [152/459] STPA
[00:42:50] [153/459] WVHD
[00:42:51] [154/459] MRCH
[00:42:52] [155/459] MCNP
[00:42:53] [156/459] RCAG
[00:42:55] [157/459] JTSN
[00:42:55] [158/459] AANS
[00:42:56] [159/459] GDDR
[00:42:57] [160/459] SRER
[00:42:59] [161/459] JKMA
[00:42:59] [162/459] ARAN
[00:43:00] [163/459] ALCT
[00:43:01] [164/459] CCTA
[00:43:02] [165/459] CNCT
[00:43:03] [166/459] NZBL
[00:43:04] [167/459] SRRA
[00:43:05] [168/459] SVPW
[00:43:06] [169/459] SRTW
[00:43:07] [170/459] XMTD
[00:43:08] [171/459] SCCZ
[00:43:09] [172/459] PBCR
[00:43:10] [173/459] RTSC
[00:43:11] [174/459] TLSV
[00:43:12] [175/459] RMTK
[00:43:13] [176/459] SRAT
[00:43:14] [177/459] GCYC
[00:43:15] [178/459] GRNT
[00:43:16] [179/459] GPTO
[00:43:17] [180/459] GAPR
[00:43:18] [181/459] KRTO
[00:43:18] [182/459] HCAJ
[00:43:19] [183/459] LCXA
[00:43:20] [184/459] BINT
[00:43:21] [185/459] IXIM
[00:43:22] [186/459] MBCR
[00:43:23] [187/459] BMCJ
[00:43:24] [188/459] NICJ
[00:43:25] [189/459] SCAJ
[00:43:26] [190/459] CMXS
[00:43:26] [191/459] MMSR
[00:43:27] [192/459] PRKT
[00:43:28] [193/459] LPTH
[00:43:29] [194/459] SARP
[00:43:30] [195/459] MNPP
[00:43:30] [196/459] PRLR
[00:43:31] [197/459] RCMW
[00:43:32] [198/459] FCMG
[00:43:33] [199/459] RTNK
[00:43:34] [200/459] LRCP
[00:43:35] [201/459] DBJR
[00:43:36] [202/459] CACN
[00:43:37] [203/459] AMRL
[00:43:38] [204/459] SBBC
[00:43:39] [205/459] VENN
[00:43:40] [206/459] STSS
[00:43:40] [207/459] SMRB
[00:43:41] [208/459] CCMX
[00:43:42] [209/459] KCMR
[00:43:43] [210/459] SALH
[00:43:44] [211/459] CGTT
[00:43:45] [212/459] PMDR
[00:43:45] [213/459] VCPM
[00:43:46] [214/459] RZMX
[00:43:47] [215/459] TMSY
[00:43:48] [216/459] NTMS
[00:43:49] [217/459] VTAG
[00:43:50] [218/459] REMA
[00:43:51] [219/459] NXCC
[00:43:51] [220/459] SKYM
[00:43:52] [221/459] CCMO
[00:43:53] [222/459] DMXM
[00:43:54] [223/459] SPPM
[00:43:55] [224/459] PTKL
[00:43:56] [225/459] SLVO
[00:43:57] [226/459] VASL
[00:43:57] [227/459] CBCM
[00:43:58] [228/459] STMA
[00:43:59] [229/459] LASK
[00:44:00] [230/459] VITE
[00:44:01] [231/459] AAST
[00:44:02] [232/459] JTPT
[00:44:03] [233/459] RRSH
[00:44:03] [234/459] CINL
[00:44:04] [235/459] MCSR
[00:44:05] [236/459] SBCF
[00:44:06] [237/459] GCDU
[00:44:08] [238/459] PSPR
[00:44:09] [239/459] IMMO
[00:44:10] [240/459] CLGM
[00:44:11] [241/459] PBMM
[00:44:11] [242/459] CEHR
[00:44:12] [243/459] CPOE
[00:44:13] [244/459] PGFD
[00:44:15] [245/459] PSLC
[00:44:16] [246/459] MSMD
[00:44:17] [247/459] FMFB
[00:44:17] [248/459] RKCL
[00:44:18] [249/459] PMMC
[00:44:19] [250/459] SKMM
[00:44:20] [251/459] VOIB
[00:44:21] [252/459] KINO
[00:44:21] [253/459] VCTP
[00:44:22] [254/459] PDWR
[00:44:23] [255/459] SAED
[00:44:24] [256/459] SRRT
[00:44:25] [257/459] CVLG
[00:44:26] [258/459] SNGN
[00:44:27] [259/459] SIDA
[00:44:28] [260/459] IMCB
[00:44:29] [261/459] SMHP
[00:44:30] [262/459] GDTY
[00:44:30] [263/459] VYCH
[00:44:31] [264/459] PDYA
[00:44:32] [265/459] RKDO
[00:44:33] [266/459] VECG
[00:44:34] [267/459] NFGD
[00:44:35] [268/459] SNDC
[00:44:35] [269/459] SDJH
[00:44:36] [270/459] HASV
[00:44:38] [271/459] PTYK
[00:44:39] [272/459] MUTB
[00:44:39] [273/459] AMRT
[00:44:40] [274/459] VACD
[00:44:41] [275/459] SKDD
[00:44:42] [276/459] STGR
[00:44:43] [277/459] GDAK
[00:44:44] [278/459] SKHK
[00:44:44] [279/459] SLND
[00:44:45] [280/459] APAP
[00:44:46] [281/459] AYYA
[00:44:47] [282/459] VCCZ
[00:44:48] [283/459] MEML
[00:44:49] [284/459] MAOU
[00:44:50] [285/459] ESND
[00:44:51] [286/459] PTBZ
[00:44:52] [287/459] LBCN
[00:44:53] [288/459] PAWA
[00:44:54] [289/459] ZEIC
[00:44:55] [290/459] CGMM
[00:44:56] [291/459] PJPM
[00:44:57] [292/459] ECMR
[00:44:59] [293/459] SHMZ
[00:44:59] [294/459] STCA
[00:45:00] [295/459] VDRC
[00:45:01] [296/459] SEEM
[00:45:02] [297/459] MKNS
[00:45:03] [298/459] KPPP
[00:45:04] [299/459] CCML
[00:45:05] [300/459] CIBA
[00:45:06] [301/459] NACS
[00:45:08] [302/459] CTMK
[00:45:08] [303/459] CTCT
[00:45:09] [304/459] MCSN
[00:45:10] [305/459] MAXX
[00:45:12] [306/459] MECB
[00:45:13] [307/459] NTBY
[00:45:14] [308/459] UTBI
[00:45:15] [309/459] RADK
[00:45:16] [310/459] STBY
[00:45:17] [311/459] GTBY
[00:45:18] [312/459] RRMB
[00:45:19] [313/459] ABRN
